,path,functions,complexity,comment_lines_density,duplicated_lines_density,coverage,ncloc,security_rating,tests,test_success_density,test_execution_time,reliability_rating,filename,repository,version
453,src/validators/required.js,1,3,34.8,0.0,0.0,15,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_09-23-2021_v0.0.2.json,Cartografia-social-api-front,v0.0.2
454,src/app/Routes.js,3,3,5.8,0.0,0.0,49,1.0,,100.0,,3.0,fga-eps-mds-2021_1-Cartografia-social-api-front_09-23-2021_v0.0.2.json,Cartografia-social-api-front,v0.0.2
455,src/store/StoreProvider.js,0,0,0.0,0.0,0.0,12,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_09-23-2021_v0.0.2.json,Cartografia-social-api-front,v0.0.2
456,src/components/Fabs/styles.js,2,2,0.0,0.0,0.0,25,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_09-23-2021_v0.0.2.json,Cartografia-social-api-front,v0.0.2
457,src/components/CreatePoint/styles.js,2,3,0.0,0.0,0.0,33,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_09-23-2021_v0.0.2.json,Cartografia-social-api-front,v0.0.2
458,src/components/MarkerDetails/styles.js,0,0,0.0,0.0,0.0,11,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_09-23-2021_v0.0.2.json,Cartografia-social-api-front,v0.0.2
459,src/components/UI/Btn/styles.js,6,8,0.0,0.0,0.0,29,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_09-23-2021_v0.0.2.json,Cartografia-social-api-front,v0.0.2
460,src/components/Marker/styles.js,0,0,0.0,0.0,0.0,11,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_09-23-2021_v0.0.2.json,Cartografia-social-api-front,v0.0.2
461,src/pages/InitialPage/styles.js,0,0,0.0,0.0,0.0,16,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_09-23-2021_v0.0.2.json,Cartografia-social-api-front,v0.0.2
462,src/pages/Settings/styles.js,0,0,0.0,0.0,0.0,11,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_09-23-2021_v0.0.2.json,Cartografia-social-api-front,v0.0.2
463,src/pages/Map/styles.js,0,0,0.0,0.0,0.0,15,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_09-23-2021_v0.0.2.json,Cartografia-social-api-front,v0.0.2
464,src/pages/Page2/styles.js,0,0,0.0,0.0,0.0,11,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_09-23-2021_v0.0.2.json,Cartografia-social-api-front,v0.0.2
465,src/pages/LoginPage/styles.js,0,0,0.0,0.0,0.0,40,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_09-23-2021_v0.0.2.json,Cartografia-social-api-front,v0.0.2
466,src/theme/theme.js,0,0,0.0,0.0,,22,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_09-23-2021_v0.0.2.json,Cartografia-social-api-front,v0.0.2
467,src/services/useLocation.js,8,16,0.0,0.0,0.0,71,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_09-23-2021_v0.0.2.json,Cartografia-social-api-front,v0.0.2
28,src/store/actions/actionTypes.js,0,0,0.0,0.0,0.0,6,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.3.json,Cartografia-social-api-front,v0.0.3
29,src/store/actions/auth.js,3,3,0.0,0.0,0.0,17,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.3.json,Cartografia-social-api-front,v0.0.3
30,src/store/reducers/auth.js,1,5,0.0,0.0,0.0,20,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.3.json,Cartografia-social-api-front,v0.0.3
31,src/store/actions/index.js,0,0,0.0,0.0,,3,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.3.json,Cartografia-social-api-front,v0.0.3
32,src/pages/InitialPage/index.js,5,5,0.0,0.0,0.0,41,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.3.json,Cartografia-social-api-front,v0.0.3
33,src/pages/DynamicForm/index.js,14,16,9.7,0.0,0.0,93,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.3.json,Cartografia-social-api-front,v0.0.3
34,src/components/UI/Input/index.js,12,23,1.2,0.0,0.0,162,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.3.json,Cartografia-social-api-front,v0.0.3
35,src/app/Routes.js,8,10,0.0,0.0,0.0,104,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.3.json,Cartografia-social-api-front,v0.0.3
36,src/pages/DynamicForm/styles.js,0,0,0.0,0.0,0.0,40,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.3.json,Cartografia-social-api-front,v0.0.3
37,src/pages/LoginPage/styles.js,0,0,0.0,0.0,0.0,39,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.3.json,Cartografia-social-api-front,v0.0.3
176,src/store/actions/actionTypes.js,0,0,0.0,0.0,0.0,6,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.4.json,Cartografia-social-api-front,v0.0.4
177,src/store/actions/auth.js,3,3,0.0,0.0,0.0,17,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.4.json,Cartografia-social-api-front,v0.0.4
178,src/store/reducers/auth.js,1,5,0.0,0.0,0.0,20,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.4.json,Cartografia-social-api-front,v0.0.4
179,src/components/UI/Input/index.js,12,23,1.2,0.0,0.0,162,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.4.json,Cartografia-social-api-front,v0.0.4
180,src/pages/InitialPage/index.js,5,5,0.0,0.0,0.0,41,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.4.json,Cartografia-social-api-front,v0.0.4
181,src/pages/DynamicForm/index.js,14,16,9.7,0.0,0.0,93,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.4.json,Cartografia-social-api-front,v0.0.4
182,src/store/actions/index.js,0,0,0.0,0.0,,3,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.4.json,Cartografia-social-api-front,v0.0.4
183,src/app/Routes.js,8,10,0.0,0.0,0.0,104,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.4.json,Cartografia-social-api-front,v0.0.4
184,src/pages/DynamicForm/styles.js,0,0,0.0,0.0,0.0,40,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.4.json,Cartografia-social-api-front,v0.0.4
185,src/pages/LoginPage/styles.js,0,0,0.0,0.0,0.0,39,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.4.json,Cartografia-social-api-front,v0.0.4
503,src/store/actions/actionTypes.js,0,0,0.0,0.0,0.0,8,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.5.json,Cartografia-social-api-front,v0.0.5
504,src/store/actions/auth.js,3,3,0.0,0.0,0.0,17,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.5.json,Cartografia-social-api-front,v0.0.5
505,src/store/reducers/auth.js,1,5,0.0,0.0,0.0,20,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.5.json,Cartografia-social-api-front,v0.0.5
506,src/pages/InitialPage/index.js,5,5,0.0,0.0,0.0,41,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.5.json,Cartografia-social-api-front,v0.0.5
507,src/pages/DynamicForm/index.js,14,16,9.7,0.0,0.0,93,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.5.json,Cartografia-social-api-front,v0.0.5
508,src/pages/Map/index.js,14,18,0.0,0.0,0.0,119,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.5.json,Cartografia-social-api-front,v0.0.5
509,src/store/actions/index.js,0,0,0.0,0.0,,3,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.5.json,Cartografia-social-api-front,v0.0.5
510,src/store/selectors/index.js,0,0,0.0,0.0,,3,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.5.json,Cartografia-social-api-front,v0.0.5
511,src/components/UI/Input/index.js,12,23,1.2,0.0,0.0,162,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.5.json,Cartografia-social-api-front,v0.0.5
512,src/components/CreatePoint/index.js,17,28,0.0,0.0,0.0,189,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.5.json,Cartografia-social-api-front,v0.0.5
513,src/components/CreateArea/index.js,6,7,0.0,0.0,0.0,61,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.5.json,Cartografia-social-api-front,v0.0.5
514,src/store/actions/markers.js,3,3,0.0,0.0,0.0,18,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.5.json,Cartografia-social-api-front,v0.0.5
515,src/store/reducers/markers.js,1,6,0.0,0.0,0.0,23,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.5.json,Cartografia-social-api-front,v0.0.5
516,src/store/selectors/markers.js,2,2,0.0,0.0,0.0,2,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.5.json,Cartografia-social-api-front,v0.0.5
517,src/app/Routes.js,8,10,0.0,0.0,0.0,104,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.5.json,Cartografia-social-api-front,v0.0.5
518,src/pages/DynamicForm/styles.js,0,0,0.0,0.0,0.0,40,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.5.json,Cartografia-social-api-front,v0.0.5
519,src/pages/LoginPage/styles.js,0,0,0.0,0.0,0.0,39,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.5.json,Cartografia-social-api-front,v0.0.5
520,src/components/CreateArea/styles.js,2,3,0.0,97.4,0.0,33,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.5.json,Cartografia-social-api-front,v0.0.5
366,src/store/actions/actionTypes.js,0,0,0.0,0.0,0.0,8,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.6.json,Cartografia-social-api-front,v0.0.6
367,src/services/api.js,4,6,3.1,0.0,0.0,31,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.6.json,Cartografia-social-api-front,v0.0.6
368,src/store/actions/auth.js,3,3,0.0,0.0,0.0,17,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.6.json,Cartografia-social-api-front,v0.0.6
369,src/store/reducers/auth.js,1,5,0.0,0.0,0.0,20,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.6.json,Cartografia-social-api-front,v0.0.6
370,src/pages/InitialPage/index.js,5,5,0.0,0.0,0.0,41,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.6.json,Cartografia-social-api-front,v0.0.6
371,src/pages/DynamicForm/index.js,14,16,9.7,0.0,0.0,93,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.6.json,Cartografia-social-api-front,v0.0.6
372,src/pages/Map/index.js,14,18,0.0,0.0,0.0,119,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.6.json,Cartografia-social-api-front,v0.0.6
373,src/pages/LoginPage/index.js,8,9,4.1,0.0,0.0,71,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.6.json,Cartografia-social-api-front,v0.0.6
374,src/store/actions/index.js,0,0,0.0,0.0,,3,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.6.json,Cartografia-social-api-front,v0.0.6
375,src/store/selectors/index.js,0,0,0.0,0.0,,3,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.6.json,Cartografia-social-api-front,v0.0.6
376,src/components/UI/Input/index.js,12,23,1.2,0.0,0.0,162,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.6.json,Cartografia-social-api-front,v0.0.6
377,src/components/CreatePoint/index.js,17,28,0.0,0.0,0.0,189,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.6.json,Cartografia-social-api-front,v0.0.6
378,src/components/CreateArea/index.js,6,7,0.0,0.0,0.0,61,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.6.json,Cartografia-social-api-front,v0.0.6
379,src/store/actions/markers.js,3,3,0.0,0.0,0.0,18,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.6.json,Cartografia-social-api-front,v0.0.6
380,src/store/reducers/markers.js,1,6,0.0,0.0,0.0,23,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.6.json,Cartografia-social-api-front,v0.0.6
381,src/store/selectors/markers.js,2,2,0.0,0.0,0.0,2,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.6.json,Cartografia-social-api-front,v0.0.6
382,src/app/Routes.js,8,10,0.0,0.0,0.0,104,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.6.json,Cartografia-social-api-front,v0.0.6
383,src/pages/DynamicForm/styles.js,0,0,0.0,0.0,0.0,40,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.6.json,Cartografia-social-api-front,v0.0.6
384,src/pages/LoginPage/styles.js,0,0,0.0,0.0,0.0,39,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.6.json,Cartografia-social-api-front,v0.0.6
385,src/components/CreateArea/styles.js,2,3,0.0,97.4,0.0,33,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.6.json,Cartografia-social-api-front,v0.0.6
386,src/store/actions/actionTypes.js,0,0,0.0,0.0,0.0,8,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
387,src/services/api.js,4,6,3.1,0.0,0.0,31,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
388,src/services/api2.js,1,1,0.0,0.0,0.0,13,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
389,src/store/reducers/auth.js,1,5,0.0,0.0,0.0,20,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
390,src/store/actions/auth.js,3,3,0.0,0.0,0.0,17,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
391,src/services/checkPermission.js,4,11,0.0,0.0,0.0,72,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
392,src/store/selectors/index.js,0,0,0.0,0.0,,3,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
393,src/store/actions/index.js,0,0,0.0,0.0,,3,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
394,src/pages/InitialPage/index.js,5,5,0.0,0.0,0.0,41,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
395,src/pages/DynamicForm/index.js,14,16,9.7,0.0,0.0,93,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
396,src/pages/Map/index.js,14,18,0.0,0.0,0.0,119,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
397,src/pages/LoginPage/index.js,8,9,4.1,0.0,0.0,71,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
398,src/components/UI/Input/index.js,12,23,1.2,0.0,0.0,162,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
399,src/components/RecordAudioModalContent/index.js,16,27,1.4,0.0,0.0,207,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
400,src/components/CreatePoint/index.js,22,35,0.0,0.0,0.0,260,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
401,src/components/CreateArea/index.js,6,8,0.0,0.0,0.0,61,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
402,src/store/reducers/markers.js,1,6,0.0,0.0,0.0,23,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
403,src/store/selectors/markers.js,2,2,0.0,0.0,0.0,2,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
404,src/store/actions/markers.js,3,3,0.0,0.0,0.0,18,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
405,src/app/Routes.js,8,10,0.0,0.0,0.0,104,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
406,src/pages/DynamicForm/styles.js,0,0,0.0,0.0,0.0,40,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
407,src/pages/LoginPage/styles.js,0,0,0.0,0.0,0.0,39,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
408,src/components/RecordAudioModalContent/styles.js,1,1,0.0,0.0,0.0,52,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
409,src/components/CreatePoint/styles.js,3,5,0.0,0.0,0.0,42,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
410,src/components/CreateArea/styles.js,2,3,0.0,0.0,0.0,33,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
411,src/services/useLocation.js,9,11,0.0,0.0,0.0,45,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
412,src/services/useRecordAudio.js,5,9,2.1,0.0,0.0,46,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.8.json,Cartografia-social-api-front,v0.0.8
146,src/store/actions/actionTypes.js,0,0,0.0,0.0,0.0,8,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
147,src/services/api.js,4,6,3.1,0.0,0.0,31,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
148,src/services/api2.js,1,1,0.0,0.0,0.0,13,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
149,src/store/reducers/auth.js,1,5,0.0,0.0,0.0,20,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
150,src/store/actions/auth.js,3,3,0.0,0.0,0.0,17,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
151,src/services/checkPermission.js,4,11,0.0,0.0,0.0,72,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
152,src/components/SelectModal/index.js,6,10,0.0,0.0,0.0,70,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
153,src/components/UI/Input/index.js,12,23,1.2,0.0,0.0,162,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
154,src/components/RecordAudioModalContent/index.js,17,28,1.4,0.0,0.0,215,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
155,src/components/CreatePoint/index.js,24,37,0.0,0.0,0.0,288,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
156,src/components/CreateArea/index.js,6,8,0.0,0.0,0.0,61,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
157,src/store/selectors/index.js,0,0,0.0,0.0,,3,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
158,src/store/actions/index.js,0,0,0.0,0.0,,3,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
159,src/pages/InitialPage/index.js,5,5,0.0,0.0,0.0,41,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
160,src/pages/DynamicForm/index.js,14,16,9.7,0.0,0.0,93,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
161,src/pages/Map/index.js,14,18,0.0,0.0,0.0,119,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
162,src/pages/LoginPage/index.js,8,9,4.1,0.0,0.0,71,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
163,src/store/selectors/markers.js,2,2,0.0,0.0,0.0,2,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
164,src/store/reducers/markers.js,1,6,0.0,0.0,0.0,23,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
165,src/store/actions/markers.js,3,3,0.0,0.0,0.0,18,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
166,src/app/Routes.js,8,10,0.0,0.0,0.0,104,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
167,src/components/SelectModal/styles.js,1,1,0.0,0.0,0.0,30,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
168,src/components/RecordAudioModalContent/styles.js,1,1,0.0,0.0,0.0,52,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
169,src/components/CreatePoint/styles.js,3,5,0.0,0.0,0.0,49,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
170,src/components/CreateArea/styles.js,2,3,0.0,0.0,0.0,33,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
171,src/pages/DynamicForm/styles.js,0,0,0.0,0.0,0.0,40,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
172,src/pages/LoginPage/styles.js,0,0,0.0,0.0,0.0,39,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
173,src/services/useCamera.js,3,4,4.8,0.0,0.0,20,1.0,,100.0,,1.0,fga-eps-mds-2021_1-Cartografia-social-api-front_10-15-2021_v0.0.9.json,Cartografia-social-api-front,v0.0.9
