,m1,m2,m3,repository,version,ncloc
0,0.5238095238095238,0.0,1.0,Cartografia-social-api-comunidades,v0.0.1,336
1,0.625,0.0,1.0,Cartografia-social-api-comunidades,v0.0.3,161
2,0.6,0.0,1.0,Cartografia-social-api-comunidades,v0.0.4,196
3,0.5833333333333334,0.0,1.0,Cartografia-social-api-comunidades,v0.0.5,284
4,0.5833333333333334,0.0,1.0,Cartografia-social-api-comunidades,v0.0.6,334
5,0.6666666666666666,0.0,1.0,Cartografia-social-api-comunidades,v0.0.7,393
6,0.6923076923076923,0.0,1.0,Cartografia-social-api-comunidades,v0.0.8,480
7,0.6923076923076923,0.0,1.0,Cartografia-social-api-comunidades,v0.0.9,482
